Aboard,Total Death,Date,Fatalities,Flight #,Ground,Location - Split 1,Location - Split 2,Location - Split 3,Location,Number of Records,Operator,Registration,Route,Summary,Time,Type,cn/In
88,4,06-10-2000,0,250,4,Reynosa,Mexico,,"Reynosa, Mexico",1,Aeromexico,N936ML,Mexico City - Reynosa - Matamoros,"The aircraft overshot the runway near Reynosa, Mexico and crashed into vehicles and houses coming to rest in a canal. The accident happened during a heavy rainstorm. The lights at the airport were out due to the storm and contact with the tower was lost. No passengers were killed aboard the aircraft but four people were killed on the ground.",30-12-1899 16:55:00,McDonnell Douglas DC-9-31,47501/571
6,6,11-12-2000,6,,0,Near Sumacal,Beni,BO,"Near Sumacal, Beni, BO",1,Servicio Aereo Manchupo,CP-1721,Cashaschanes - Sumacal,"Destabilized approach, attempted to establish runway alignment, insufficient altitude, struck a tree. The aircraft crashed and caught fire.",30-12-1899 14:45:00,Cessna 206,
3,3,08-10-2000,3,,0,Port Radium,Northwest Territories,Canada,"Port Radium, Northwest Territories, Canada",1,Summit Air Charters,C-FSDZ,Kuglluktuk - Yellowknife,"The chartered cargo plane hit tree tops and discintegrated while attempting to land. Although the pilot and the aircraft were certified for instrument flight, the pilot apparently continued to fly in accordance with visual flight rules after encountering marginal weather conditions and reduced visibility. For undetermined reasons, the pilot descended below the elevation of the terrain surrounding the airstrip, resulting in a controlled-flight-into-terrain accident.",30-12-1899 15:20:00,Shorts SC.7 Skyvan 3-100,SH-1953
1,1,09-10-2000,1,665,0,Lummi Island,Washington,,"Lummi Island, Washington",1,Empire Airlines,N941FE,Bellingham - Eastsound-Orcas Island,"After receiving special VFR clearance the cargo plane flew into a small hill. The pilot's attempted flight into known adverse weather conditions, and his subsequent failure to maintain altitude above, or clearance with, trees. Factors contributing to the accident included low ceilings, fog, the pilot's low-altitude flight, rising terrain, and trees.",30-12-1899 09:50:00,Cessna 208B Caravan I Super Cargomaster,208B-0192
3,2,10-10-2000,2,,0,Wichita,Kansas,,"Wichita, Kansas",1,Bombardier Aerospace,C-FTBZ,Test flight,"The cause of this accident was the pilot's excessive takeoff rotation, during an aft center of gravity takeoff, a rearward migration of fuel during acceleration and takeoff and consequent shift in the airplane's aft c.g. to aft of the aft c.g. limit, which caused the airplane to stall at an altitude too low for recovery. Contributing to the accident were Bombardier's inadequate flight planning procedures for the Challenger flight test program and the lack of direct, on-site operational oversight by Transport Canada and the Federal Aviation Administration.",30-12-1899 14:52:00,Canadair CL-600-2B16 Challenger 604,5991
3,3,16-10-2000,3,,0,Hillsboro,Missouri,,"Hillsboro, Missouri",1,Private,N8354N,St. Louis - New Madrid,"The twin engine Cessna crashed into a densely wooded area, 30 miles south of St. Louis, 25 minutes after taking off from Parks Airport. The plane was flying in rain and fog when the pilot reported he was at 6,500 feet and having problems with the artificial horizon. Radar contact was soon lost with the aircraft.  Witnesses reported hearing a plane in a dive followed by an explosion.  Wreckage was scattered over a wide area.  Mel Carnahan, 66, Governor of Missouri was killed in the accident along with a campaign aide and his son, Roger, who was piloting the plane.",30-12-1899 17:33:00,Cessna 335,335-0064
17,8,19-10-2000,8,703,0,Near Sam Neua,Laos,,"Near Sam Neua, Laos",1,Lao Aviation,RDPL-34130,Vientiane - Sam Neua,"The aircraft crashed into a mountain at 4,800 ft., in poor weather, while making an apporach to Sam Neua.",30-12-1899 12:12:00,Harbin Yunshuji Y-12-II,86
86,86,25-10-2000,86,,0,Near Batumi,Republiof Georgia,,"Near Batumi, Republiof Georgia",1,Military - Russian Air Force,RA-74295,Moscow - Batumi,"Communications were lost with the aircraft as it approached Mt. Tirina at 4,250 feet, preparing to land at Batumi. The aircraft was seen rapidly descending into mountainous terrain. A large explosion followed as the plane crashed somewhere between the towns of  Batumi and Kabuleti in heavy rain. Navigation error made by the crew in the final stage of the landing approach. Error by the Batumi ATC who failed to locate the plane and conform it to the crew. Erroneous data shown by ground radio-technical facilities at Batumi airport.",30-12-1899 18:15:00,Ilyushin IL-18D,187010602
179,83,31-10-2000,83,6,0,Taipei,Taiwan,,"Taipei, Taiwan",1,Singapore Airlines,9V-SPK,Taipei - Los Angeles,"Weather conditions at the time were extremely poor due to typhoon Xiang Sane. A NOTAM issued on Aug 31, 2000 indicated that Runway 05R was closed due to construction between Sep 13 and Nov 22. After reaching the end of Taxiway NP, the plane turned onto Taxiway N1 and then made a 180-degree turn onto Runway 05R and began its takeoff roll. Approximately 3.5 seconds after reaching V1, the aircraft hit construction equipment on the runway, crashed back to the ground, broke up and burst into flames. The pilot attempted to take off from a closed runway. The following factors contributed to the accident. Of three lights used to guide the aircraft onto the correct runway, one was not working and another dim. The airport lacked 'guard lights' used to help pilots navigate from the taxiway to the correct runway during times of poor visibility. International regulations require that a large white X be placed on the tarmaat the entrance to a closed runway, but there was none at the entrance of runway 5R. Whether there should have been, in this case, however, is itself a contentious matter as the runway remained open for taxiing.",30-12-1899 23:17:00,Boeing B-747-412,28023/1099
44,44,31-10-2000,44,,0,Near Monaquimbundo,Angola,,"Near Monaquimbundo, Angola",1,Aca-Ancargo,D2-FDI,Saurimo - Luanda,The aircraft exploded in midair 20 minutes after taking off from Saurimo. UNITA rebels claimed they shot down the plane.,30-12-1899 11:27:00,Antonov AN-26,27312009
11,2,07-11-2000,2,,0,Luabo,DemocratiRepubliCongo,,"Luabo, DemocratiRepubliCongo",1,Malu Aviation,ER-AFA,,"Due to a blown tire on takeoff the pilot aborted the takeoff, overran the runway, came to rest in a cemetery and caught fire.",,Antonov 32B,3406
1,1,09-11-2000,1,,0,Fort Wayne,Indiana,,"Fort Wayne, Indiana",1,Superior Aviation,N731AC,"Fort Wayne, IN - Milwaukee, WI","During takeoff, the cargo plane struck trees, crashed and caught fire. The indicated failure of the right hand AC bus during takeoff with low ceiling. The factors were the low ceiling, night, and the execssive workload the pilot experienced on takeoff with an electrical failure without a second in command.",30-12-1899 01:23:00,Swearingen SA.226TC Metro II,TC-255
57,57,15-11-2000,57,,0,Near Luanda,Angola,,"Near Luanda, Angola",1,Asa Pesada,D2-FCG,Luanda - Namibe,The plane crashed and exploded in flames into an open field 3 miles from the runway shortly after takeoff.  Engine failure.,30-12-1899 13:05:00,Antonov AN-26,PESA001
114,1,20-11-2000,1,,0,Miami,Florida,,"Miami, Florida",1,American Airlines,N14056,"Miami, FL - Port au Prince","After climbing through 16,000 ft. the crew descovered cabin pressure could not be maintained and returned to the airport.  After landing the ram air switch failed to depressurize the aircraft. Moments later the left foreward door exploded open ejecting a flight attendant onto the tarmac.",30-12-1899 12:22:00,Airbus A300-600R,463
2,1,25-11-2000,1,,0,Cordoba,Spain,,"Cordoba, Spain",1,Mayoral Executive Jet,EC-DQG,Malaga - Cordoba,"During the approach, the plane, on a positioning flight, hit electrilines, then the ground and finally an unoccupied building.",30-12-1899 06:04:00,Aerospatiale SN-601 Corvette,27
9,9,14-01-2001,9,,0,Near Lake Point,Utah,,"Near Lake Point, Utah",1,Skydive Salt Lake - Charter,N616F,Skydiving,"Crashed into the Great Salt Lake with skydivers during a final approach to Tooele. The pilot's exercise of poor judgment and his failure to maintain a safe altitude/clearance above the water. Contributing factors were the weather conditions that included low ceiling and visibility obscured by snow and mist, an inadequately equipped airplane for flying in instrument meteorological conditions, and the pilot's overconfidence in his personal ability in that he had reportedly done this on two previous occasions.",30-12-1899 17:29:00,Beech A90 King Air,LJ-165
2,2,23-01-2001,2,,0,Eider Point,Alaska,,"Eider Point, Alaska",1,MajestiAir Cargo,N19454,,"The cargo plane crashed on Table Top Mountain while en route. The airplane flightcrew's failure to maintain adequate distance/altitude from mountainous terrain during a departure climb to cruise flight, and the captain's impairment from drugs. Factors in the accident were dark night conditions, and the first officer's impairment from drugs.",30-12-1899 21:35:00,Douglas C-47A-30-DK (DC-3C),13863
24,24,25-01-2001,24,224,0,Ciudad Bolivar,Venezuela,,"Ciudad Bolivar, Venezuela",1,Rutaca Airlines,YV-224C,Canaina - Ciudad Bolivar - Por La Mar,The plane caught fire shortly after taking off from Ciudad Bolivar where it had made a refueling stop. The pilot was unable to tell the tower what was wrong before rolling inverted and crashing into a neighborhood south of the city.,30-12-1899 18:15:00,Douglas DC-3C (C47A-DL),19055
10,10,27-01-2001,10,,0,Byers,Colorado,,"Byers, Colorado",1,North Bay Charter,N81PF,"Broomfield, CO - Stillwater, OK",,30-12-1899 17:37:00,Beech King Air 200 Catpass,BB-158
6,3,31-01-2001,3,,0,El Yopal,Colombia,,"El Yopal, Colombia",1,Lineas Aereas Suramericanas,HK-3932X,El Yopal - Mitu,"While attempting to land at Mitú, the cargo plane's landing gear struck the ground short of the threshold. A go- around was executed but the No. 1 engine was shut down because of low oil pressure. The plane flew over the control tower twice to determine the state of the landing gear. It appeared that part of the left main landing gear was missing. The crew then positioned the plane for an approach and landing. As the plane turned into long final, it struck the ground, crashed in a meadow and caught fire.",30-12-1899 16:50:00,Sud Aviation SE-210 Caravelle 10R,201
6,2,08-02-2001,2,,0,Beaver Island,Minnesota,,"Beaver Island, Minnesota",1,Northern Illinois Flight Center,N318DH,Chicago - Beaver Island,"Impacted trees and crashed while attempting to land. The flightcrew not maintaining altitude/clearance during the circling instrument approach. Factors were the pilot in command initiating the flight without proper weather reporting facilities at the destination, the flightcrew not flying to an alternate destination, the flightcrew not following company and FAA procedures/directives, the lack of certification of the second pilot, the operator not following company and FAA procedures/directives, and the dark night and the low ceiling.",30-12-1899 19:20:00,Swearingen SA.227AT Merlin IVC,AT-469
3,3,08-02-2001,3,,0,Nurnberg,Germany,,"Nurnberg, Germany",1,E.A.S. Aeroservizi,I-MOCO,"Nurnberg - Rome, Italy","The plane experienced asymetrical thrust during takeoff. Rose 200-300 ft., stalled and crashed into trees. An in-flight failure of the left power plant appromately 3 minutes after take-off and inadequate conduct of the crew  so that in short final the airplane stalled and crashed from low height. The failure of the left engine was caused by intergranular fractures of retention posts on the high pressure turbine disk. As a result of incorrect service life recordings the maximum number of cycles had considerably been exceeded.",30-12-1899 15:40:00,Learjet 35A,35-445
10,10,10-02-2001,10,,0,Jakobkondre,Suriname,,"Jakobkondre, Suriname",1,Gum Air Charter,PZ-TBP,Paramaribo - Jakobkondre,"After losing radio contact with the airport, the aircraft was observed flying low before crashed into a mountainside 2 nm from Jakobkondre.",,GAF Nomad N24A,N24A-73
2,2,27-02-2001,2,670,0,Near Granton Harbour,Scotland,,"Near Granton Harbour, Scotland",1,Loganair,G-BNMT,Edinburgh - Belfast,Double engine failure on take off cause the cargo plane to ditch in Firth of the Fourth estuary. Icing.,30-12-1899 17:30:00,Shorts 360-100,SH3723
6,6,02-03-2001,6,,0,Rio Azul Farm,Brazil,,"Rio Azul Farm, Brazil",1,Air taxi - Cuiaba Air Taxi,PT-OET,,Just after rising the plane stalled while making a turn and crashed and burned.,,Beech BE-55,
5,1,03-03-2001,1,114,0,Bangkok,Thailand,,"Bangkok, Thailand",1,Thai Airways,HS-TDC,Bangkok - Chiang Mai.,"The aircraft exploded and caught fire 35 minutes before its scheduled takeoff. Five members of the cabin crew were the only people aboard the plane at the time. Witnesses said they heard an explosion before flames erupted aboard the aircraft. NTSB investigators reported that the center fuel tank exploded followed by the right tank 18 minutes later. The cause for the explosion was unclear. The center fuel tank is located near air conditioning packs which generate heat, and were running nonstop prior to the explosion.",30-12-1899 14:48:00,Boeing B-737-4D7,25321/2113
