Aboard,Date,Fatalities,Flight #,Ground,Location - Split 1,Location - Split 2,Location - Split 3,Location,Number of Records,Operator,Registration,Route,Summary,Time,Total Death,Type,cn/In,Country,Latitude,Longitude,Name
23,27-12-1947,23,,0,Korangi Creek,India,,"Korangi Creek, India",1,Air India,VT-AUG,Karachi - Bombay,"The aircraft lost control and crashed just after taking off. The captain losing control in conditions of poor visibility, resulted in the aircraft flying into the ground. The loss of control was most likely caused by  inadequate illumination of the flying instruments due to faults in the lighting system.  Decision to take off in poor weather conditions and faulty lighting system.",,23,Douglas DC-3 (C-47),4175,IN,20.593684,78.96288,India
47,28-01-1984,4,,0,Izhevsk,Russia,,"Izhevsk, Russia",1,Aeroflot,CCCP-47358,,The aircraft crashed after the elevator failed. Disconnection of the linkage of the elevators control rod.,,4,Antonov An-24RV,67310607,RU,61.52401,105.318756,Russia
25,12-04-1972,25,,0,Near Rio de Janeiro,Brazil,,"Near Rio de Janeiro, Brazil",1,VASP,PP-SMI,Sao Paulo - Rio de Janeiro,"Crashed in mountainous terrain,  50 miles north of Rio de Janeiro, while on approach.",30-12-1899 21:26:00,25,NAMC YS-11A-211,2059,BR,-14.235004,-51.92528,Brazil
6,03-05-1975,3,,0,Near Sardinata,Colombia,,"Near Sardinata, Colombia",1,SATENA,FAC- 663,Ocana - Cucuta,Crashed  on its inaugural flight.,,3,Douglas DC-3,,CO,4.570868,-74.297333,Colombia
22,06-06-1944,22,,0,Carentan,France,,"Carentan, France",1,Military - U.S. Army Air Forces,42-101035,,Shot down by anti-aircraft fire during the Normandy invasion.,30-12-1899 01:30:00,22,Douglas C-47A-DL,19498,FR,46.227638,2.213749,France
25,31-10-1947,25,,0,Srinagar,India,,"Srinagar, India",1,Military - Royal Indian Air Force,M1965,,,,25,Douglas C-47B,,IN,20.593684,78.96288,India
49,24-12-1983,44,,0,Leshukonskoye,Russia,,"Leshukonskoye, Russia",1,Aeroflot,CCCP-46617,Arkhangelsk - Leshukonskoye,"The airliner crashed on approach in adverse weather. Instead of a go-around the pilot put the plane in a tight turn to the right with a high slip angle, leading to a loss of airspeed. After descending through decision height the pilot attempted a go-around but the plane rolled to the left and lost altitude. After the bank angle reached 90 degrees the aircraft crashed short of  the runway.",,44,Antonov AN-24,37308704,RU,61.52401,105.318756,Russia
32,28-09-1971,32,,0,Sena Madureira,Brazil,,"Sena Madureira, Brazil",1,Cruzeiro,PP-CBV,Cruzerio do Sul - Rio Branco,The aircraft tried to return to the airport after an engine fire but the right wing struck trees and it crashed in the Amazon jungle.,,32,Douglas DC-3,4977,BR,-14.235004,-51.92528,Brazil
5,22-02-1975,5,,0,Medellin,Colombia,,"Medellin, Colombia",1,Aerocondor,HK-1972,"Medellin, Colombia - Miami, Florida",Minutes after taking off in a rainstorm the right wing struck a tree. The crew lost control of the plane and crashed.,30-12-1899 22:12:00,5,Canadair CL-44,,CO,4.570868,-74.297333,Colombia
17,01-09-1941,13,,0,Bollemont,France,,"Bollemont, France",1,Air France,F-AQNL,,The aircraft crashed into lake Bolomon after engine failure during takeoff.,,13,Bloch 220,12,FR,46.227638,2.213749,France
11,17-10-1946,11,,0,Near Chitral,India,,"Near Chitral, India",1,Military - Royal Air Force,KN236,,"Struck an 11,000 ft. mountain.",,11,Douglas C-47B,15659/27104,IN,20.593684,78.96288,India
269,01-09-1983,269,7,0,Near Sakhalin Island,Russia,,"Near Sakhalin Island, Russia",1,Korean Airlines,HL-7442,Anchorage - Seoul,"On a flight from Alaska to South Korea, the airliner drifted off course and twice penetrated Soviet airspace.  During the second penetration, the airliner was shot down by a Russian Su-15 Air Force fighter with air-to-air missiles. The aircraft crashed into international waters in the Sea of Japan. U.S. Representative from Georgia Lawrence McDonald killed.",30-12-1899 18:26:00,269,Boeing B-747-230B,20559/186,RU,61.52401,105.318756,Russia
8,02-10-1988,8,,0,Sao Pedro da Aldeia,Brazil,,"Sao Pedro da Aldeia, Brazil",1,Aramar,PT-LJR,,,,8,Beech King Air F90,LA-093,BR,-14.235004,-51.92528,Brazil
21,08-01-1975,21,,0,Near Doncello,Colombia,,"Near Doncello, Colombia",1,SATENA,FAC-688,San Vicente del Caguan - Florencia,Crashed and burned in mountains while en route. Improper flight planning by proceeding in mountainous terrain during adverse weather conditions which had reduced visibility along the route.,30-12-1899 08:30:00,21,Douglas DC-3,,CO,4.570868,-74.297333,Colombia
1,20-06-1940,1,,0,Near Ouistreham,France,,"Near Ouistreham, France",1,Air France,F-ARTD,,Inadvertently shot down by French anti-aircraft fire.,,1,Dewoitine D-338,22,FR,46.227638,2.213749,France
12,30-04-1946,12,,0,Pindi-Khut,India,,"Pindi-Khut ,India",1,Military - Royal Air Force,FZ559,,Broke up in midair and crashed.,,12,Douglas C-47A,12094,IN,20.593684,78.96288,India
21,19-04-1983,21,,0,Leninakan,Russia,,"Leninakan, Russia",1,Aeroflot,CCCP-87291,Nalchik - Leninakan,The crew deviated from course while descending to land. Navigational error. ATC procedural error in not identifying the planes position.,30-12-1899 18:09:00,21,Yakovlev YAK-40,9320628,RU,61.52401,105.318756,Russia
40,14-03-1970,38,,0,Belem Bay,Brazil,,"Belem Bay, Brazil",1,Paraense Transportes Aereos,PP-BUF,Reclife - Belem,"Crashed into Guajara Bay, short of the runway while on approach during a storm.",,38,Fairchild-Hiller FH-227B,556,BR,-14.235004,-51.92528,Brazil
27,12-08-1974,27,,0,Cali,Colombia,,"Cali, Colombia",1,AVIANCA,HK-508,Tumaco - Bogota,The crew became lost in rainy weather and crashed into Trujillo Mountain. Wreckage found 2 months later.,30-12-1899 14:50:00,27,Douglas C-47-DL,4527,CO,4.570868,-74.297333,Colombia
9,07-01-1939,5,,0,Paris,France,,"Paris, France",1,Swissair,HB-ITA,Zurich - Geneva - Paris,The aircraft crashed while attempting to land.,,5,Douglas DC-2-115B,1329,FR,46.227638,2.213749,France
44,03-11-1945,44,,0,Near Chuka,India,,"Near Chuka, India",1,Military - U.S. Army Air Forces,45528A,Chabua - Karachi,Crashed into the Himalaysas and burned while en route.,30-12-1899 02:00:00,44,Douglas C-54G,,IN,20.593684,78.96288,India
16,23-12-1982,16,,0,Rostov-on-Don,Russia,,"Rostov-on-Don, Russia",1,Aeroflot,CCCP-26627,,,,16,Antonov AN-26,5208,RU,61.52401,105.318756,Russia
21,14-09-1969,20,,0,Londrina-Parana,Brazil,,"Londrina-Parana, Brazil",1,VASP,PP-SPP,Camp Grande - Londrina - Sao Palo,"Fifteen minutes after leaving Londina, the port engine was feathered and aircraft returned to Londrina. The plane crashed while attempting a go-around after a failed landing attempt. The only survivor was a crew member thrown clear of the accident.",30-12-1899 20:33:00,20,Douglas DC-3,15618/27063,BR,-14.235004,-51.92528,Brazil
3,24-07-1974,3,,0,Bogota,Colombia,,"Bogota, Colombia",1,Aeronorte Colombia,HK-728,,"The cargo plane crashed into a mountain at 7,000 ft. shortly after taking off.",30-12-1899 09:45:00,3,Douglas DC-4,10507,CO,4.570868,-74.297333,Colombia
3,22-02-1938,3,,0,Pontoise,France,,"Pontoise, France",1,Deutsche Lufthansa,D-APAR,"Berlin, Germany - Paris, France",Crashed in fog within a few miles of it's destination near Bourget Airport.,,3,Junkers JU.52,,FR,46.227638,2.213749,France
14,23-10-1945,14,,0,Near Chiringa,India,,"Near Chiringa, India",1,Military - Royal Air Force,KJ957,,Penetrated a thunderstorm and broke-up.,,14,Douglas C-47B,14804/26249,IN,20.593684,78.96288,India
90,06-07-1982,90,411,0,Near Moscow,Russia,,"Near Moscow, Russia",1,Aeroflot,CCCP-86513,,The aircraft crashed and burned in field shortly after takeoff. Failure of the aircraft's power plant fire warning system due to design deficiencies which resulted in false fire indications in both engines.,30-12-1899 00:05:00,90,Ilyushin IL-62M,4037536,RU,61.52401,105.318756,Russia
19,20-10-1968,19,,0,Feijó,Brazil,,"Feijó, Brazil",1,Cruzeiro,PP-SAD,,Tried to return to the airport for an emergency landing after an engine failed.,,19,Douglas C-47A-25,13764,BR,-14.235004,-51.92528,Brazil
44,08-06-1974,44,514,0,Monte San Isidro,Colombia,,"Monte San Isidro,  Colombia",1,Aerolineas TAO,HK-1058,Bucaramanga - Cucuta,The aircraft lost control and crashed after a tailplane failure. Failure in-flight of the tailplane spar causing the left tailplane and elevator the detach.,30-12-1899 17:30:00,44,Vickers Viscount 785D,380,CO,4.570868,-74.297333,Colombia
12,09-02-1938,8,,0,Marseille,France,,"Marseille, France",1,Air France,F-ANPB,"Marseille, France - Ajaccio, Corsica",The flying boat struck the breakwater at 60 miles an hour and burst into flames while attempting to take off.,,8,Lioré-et-Olivier H-242,05,FR,46.227638,2.213749,France
2,29-06-1945,2,,36,Bangalore,India,,"Bangalore, India",1,Military - Royal Indian Air Force,,,Crashed into a village exploding and destoying several houses.,,38,,,IN,20.593684,78.96288,India
167,16-11-1981,99,,0,Norilsk,Russia,,"Norilsk, Russia",1,Aeroflot,CCCP-85480,Krasnoyarsk - Norilsk,The plane acquired excessive vertical speed and descended below the glideslope while attempting to land. The aircraft impacted terrain in an open field and slid across frozen ground for about 300 m. The high descent rate could not be countered by applying maximum elevator trim. Malfunctioning elevator.,30-12-1899 19:30:00,99,Tupolev TU-154B-2,81A-480,RU,61.52401,105.318756,Russia
3,15-07-1968,3,,0,Gravata,Brazil,,"Gravata, Brazil",1,Varig,PP-VBJ,,Struck a mountain.,,3,Curtiss C-46C,33481,BR,-14.235004,-51.92528,Brazil
14,17-01-1974,14,,0,Cigerdu,Colombia,,"Cigerdu, Colombia",1,Cessnyca,HK-1216,,Crashed after climbing to cruising altitude.,30-12-1899 18:15:00,14,Douglas DC-3A,1905,CO,4.570868,-74.297333,Colombia
7,08-12-1937,2,,0,Saint Sauveur,France,,"Saint Sauveur, France",1,Air France,F-AOTZ,,Crashed in poor weather conditions.,,2,Potez 621,4213,FR,46.227638,2.213749,France
4,06-01-1945,4,,0,Near Dinjan,India,,"Near Dinjan, India",1,China National Aviation Corporation,77,Kunming - Tengchung,The cargo plane crashed in strong winds,,4,Douglas C-47,,IN,20.593684,78.96288,India
34,29-08-1981,3,,0,Zeya,Russia,,"Zeya, Russia",1,Aeroflot,CCCP-87346,Chita - Zeya,"Flew into trees short and to the right of the runway, crashed and caught fire. Crew descended below minimums without visual contact with the ground.",30-12-1899 20:30:00,3,Yakovlev YAK-40,9511539,RU,61.52401,105.318756,Russia
25,15-06-1967,20,,0,Near Coari,Brazil,,"Near Coari, Brazil",1,Military - Brazilian Air Force,C-47-268,Belem - Cachimbo,The pilot became lost and ran out of fuel crashing into a swamp. Wreckage was found in the jungle 10 days later.,30-12-1899 05:00:00,20,Douglas C-47,,BR,-14.235004,-51.92528,Brazil
31,09-01-1974,31,,0,Near Nevia,Colombia,,"Near Nevia, Colombia",1,Military - Colombian Air Force,FAC-1103,Florencia - Bogota,The domestiflight crashed into a mountain while en route to Bogota. A fire broke out in the cabin soon after taking off.,30-12-1899 16:36:00,31,Hawker Siddeley HS 748-260,1704,CO,4.570868,-74.297333,Colombia
8,23-03-1938,8,,0,Corsavy,France,,"Corsavy, France",1,Air France,F-AQBB,,The mail plane crashed into the Pyrenees mountains while en route.,,8,Dewoitine D-338,02,FR,46.227638,2.213749,France
3,07-10-1944,3,,0,Near Sadiya,India,,"Near Sadiya, India",1,China National Aviation Corporation,101,Dinjan - Suifu,Both wing of the cargo plane separated from the fuselage after the aircraft penetrated a thunderstorm.,,3,Douglas C-47,,IN,20.593684,78.96288,India
32,24-08-1981,31,,0,Near Zavitinsk,Russia,,"Near Zavitinsk, Russia",1,Aeroflot / Military - Russian Air Force,CCCP-46653,Komsomol'sk-na-Amure - Blagoveshchensk,"Midair collision with a Soviet Air Force TU-16. The only surviving passenger, a 20 year old woman was found in a forest 3 days later. Poor communication between civilian and military ATCs.",,31,Antonov AN-24RV / Soviet Air Force TU-16,47309204,RU,61.52401,105.318756,Russia
25,03-11-1967,21,,0,Near Curitiba,Brazil,,"Near Curitiba, Brazil",1,Sadia,PP-SDJ,Sao Paulo - Curitiba,Crashed into hill while on approach. Improper procedures used by crew.,30-12-1899 11:30:00,21,Handley Page HPR-7 Herald 214,190,BR,-14.235004,-51.92528,Brazil
16,02-11-1973,6,,0,Villavicencio,Colombia,,"Villavicencio, Colombia",1,Lineas Aéreas La Urraca,HK- 718,Arauca - Cucuta,The aircraft crashed after diverting to Villavicencio after experiencing hydrauliproblems and having to feather the No. 1engine.,,6,Handley Page HPR-7 Herald 101,150,CO,4.570868,-74.297333,Colombia
6,24-03-1937,5,,0,Near Ouroux,France,,"Near Ouroux, France",1,Imperial Airways,G-ADVA,"Southhampton, England - Alexandria, Egypt",Crashed into a mountainside in a snowstorm.,,5,Short  S-23 (flying boat),S-818,FR,46.227638,2.213749,France
14,27-05-1944,14,,0,Off Calcutta,India,,"Off Calcutta, India",1,China National Aviation Corporation,,,Crashed at sea in poor weather conditions.,,14,Douglas DC-3,,IN,20.593684,78.96288,India
52,13-06-1981,52,,0,Ust-Barguzin,Russia,,"Ust-Barguzin, Russia",1,Aeroflot,CCCP-41838,Ulan - Severomuysk,The crew informed ATC they could see the field but crashed 30 km from the airport.,,52,Ilyushin Il-14,147001141,RU,61.52401,105.318756,Russia
11,01-12-1966,9,,0,Near Pedrera,Brazil,,"Near Pedrera, Brazil",1,Cruzeiro do Sul,PP-PCW,,,,9,PBY-5A Catalina,CV429,BR,-14.235004,-51.92528,Brazil
42,27-08-1973,42,,0,Bogota,Colombia,,"Bogota, Colombia",1,Aerovias Brasil,HK-777,Bogota - Cartagena,Crashed into El Cable Mountain after taking off in fog.,30-12-1899 12:45:00,42,Lockheed L-188A Electra,1115,CO,4.570868,-74.297333,Colombia
6,04-12-1936,6,,0,Near Grenoble,France,,"Near Grenoble, France",1,Deutsche Lufthansa,D-ASIH,,Crashed into the French Alps  in high winds.,,6,Junkers JU-52/3m,5078,FR,46.227638,2.213749,France
1,08-11-1943,1,,37,Poona,India,,"Poona, India",1,Military - Indian Air Force,,,Crashed into a village.,,38,,,IN,20.593684,78.96288,India
52,07-02-1981,52,,0,Near Leningrad,Russia,,"Near Leningrad, Russia",1,Military - Soviet Navy,CCCP-42332,,Crashed shortly after taking off approximately 10 miles north of Leningrad.,,52,Tupolev TU-104A,7660402,RU,61.52401,105.318756,Russia
13,12-08-1965,13,,0,Near Cuiaba,Brazil,,"Near Cuiaba, Brazil",1,Paraense Transportes Aéreos,PP-BTH,Mato Grosso - Porto Velho,"About 30 minutes after taking off, the aircraft turned back to Mato Grosso with its left engine on fire. While over Buracao, it's left wing and engine broke away from the fuselage and it crashed to the ground.",30-12-1899 11:00:00,13,Curtiss C-46A,30571,BR,-14.235004,-51.92528,Brazil
17,22-08-1973,16,,0,El Yopal,Colombia,,"El Yopal, Colombia",1,AVIANCA,HK-111,Villavicencio - El Yopal,Struck a hill in heavy fog. Flying VFR in IFR conditions.,,16,Douglas DC-3,4105,CO,4.570868,-74.297333,Colombia
3,02-08-1936,3,,0,Mazamet,France,,"Mazamet, France",1,Air France,,,The mail plane crashed into mountains 50 miles from Toulouse in fog.,30-12-1899 06:00:00,3,Wibault 280,,FR,46.227638,2.213749,France
20,22-09-1943,20,,0,Near Calcutta,India,,"Near Calcutta, India",1,Military - U.S. Army Air Forces,42-6471,,Cashed into trees shortly after taking off.,30-12-1899 06:00:00,20,Douglas C-53,4923,IN,20.593684,78.96288,India
29,12-06-1980,29,,0,Near Dushanbe,Russia,,"Near Dushanbe, Russia",1,Aeroflot,CCCP-87689,,Struck a mountain.,,29,Yakovlev YAK-40,9910403,RU,61.52401,105.318756,Russia
39,04-09-1964,39,,0,Pico da Caledonia,Brazil,,"Pico da Caledonia, Brazil",1,VASP,PP-SRR,Vitoria - Rio de Janeiro,Crashed into Mt. Nova. Deviated off course for unknown reasons.,30-12-1899 16:34:00,39,Vickers Viscount 710C,066,BR,-14.235004,-51.92528,Brazil
38,29-07-1972,38,,0,Villavicencio,Colombia,,"Villavicencio, Colombia",1,AVIANCA / AVIANCA,HK1341X/HK107,,Midair collision. Seventeen aboard the HK-134 and twenty-one aboard the HK-107 killed.,,38,Douglas DC-3 / Douglas DC-3,11716 / 11723,CO,4.570868,-74.297333,Colombia
2,21-04-1936,2,,0,Senlis,France,,"Senlis, France",1,Sabena,OO-AIF,,,,2,Fokker F-VII,,FR,46.227638,2.213749,France
2,28-08-1939,2,,0,Lahore,India,,"Lahore, India",1,Indian National Airways,VT-AEL,,,,2,De Havilland D-84,,IN,20.593684,78.96288,India
7,09-12-1979,7,,0,Cherskiy,Russia,,"Cherskiy, Russia",1,Aeroflot,CCCP-26547,,Shifting cargo caused the pilot to lose control and crash into a hotel.,,7,Antonov AN-26,2810,RU,61.52401,105.318756,Russia
18,01-07-1963,15,,0,Passo Fundo,Brazil,,"Passo Fundo, Brazil",1,Varig,PP-VBV,Carazinbo - Passo Fundo,Crashed into trees during initial approach in heavy fog. Error in judgment by the pilot in attempting to fly visually in unfavorable weather conditions during twilight.,,15,Douglas DC-3,15444/26889,BR,-14.235004,-51.92528,Brazil
19,05-02-1972,19,772,0,Near Valledupar,Colombia,,"Near Valledupar, Colombia",1,TAC Colombia,HK-1139,Bogota - Valledupar,Disappeared while en route. Wreckage found 3 days later.,,19,Fairchild F-27,0075,CO,4.570868,-74.297333,Colombia
2,04-12-1935,1,,0,Tours,France,,"Tours, France",1,Air Bleu,F-ANRK,,,,1,Caudron C-630 Simoun,,FR,46.227638,2.213749,France
5,16-11-1979,3,,0,Vologda,Russia,,"Vologda, Russia",1,Aeroflot,CCCP-87454,Positioning,The plane descended below the decision height without having established ground contact and crashed into a wooded area.,30-12-1899 18:40:00,3,Yakovlev YAK-40,9431136,RU,61.52401,105.318756,Russia
50,03-05-1963,37,,0,Sao Paulo,Brazil,,"Sao Paulo, Brazil",1,Cruzeiro,PP-CDW,Sao Paulo - Rio de Janeiro,"The aircraft returned to airport after the No. 2 caught fire. The crew feathered the prop, made a left turn, stalled and crashed into a house. Improper feathering procedure.",,37,Convair CV-340-59,159,BR,-14.235004,-51.92528,Brazil
39,21-01-1972,39,,0,Near Betania,Colombia,,"Near Betania, Colombia",1,SATENA,FAC-661,Medellin - Buenaventura,The aircraft struck a mountain in rain and thunderstorms operating as a non-scheduled passenger airliner run by the military.,30-12-1899 10:30:00,39,Douglas C-47,,CO,4.570868,-74.297333,Colombia
3,11-11-1935,3,,0,Istres,France,,"Istres, France",1,Air France,F-AJPB,,,,3,Latecoere 28,,FR,46.227638,2.213749,France
43,03-09-1979,40,,0,Andema,Russia,,"Andema, Russia",1,Aeroflot,CCCP-46269,,,,40,Antonov AN-24,77303602,RU,61.52401,105.318756,Russia
45,15-01-1963,13,,7,Sao Paulo,Brazil,,"Sao Paulo, Brazil",1,Cruzeiro,PP-CEV,,The crippled airliner crashed into houses and burst into flames as it was coming in for an emergency landing in steady rain.,,20,Convair CV-240-0,006,BR,-14.235004,-51.92528,Brazil
20,21-01-1972,20,,0,Near Funza,Colombia,,"Near Funza, Colombia",1,Lineas Aéreas la Urraca,HK-1347,Bogota - San Andres,Crashed shortly after leaving Bogota after an explosion aboard.,,20,Vickers Viscount 837,442,CO,4.570868,-74.297333,Colombia
3,01-04-1935,1,,0,Beauvais,France,,"Beauvais, France",1,Air France,F-ALHQ,,"Chief pilot of Air France, Robert Bajac, 36, killed.",,1,Farman F-300,,FR,46.227638,2.213749,France
